ticker,regime,feature,shap_importance,method
ASML,R4_ai_boom,treasury_10y,3.0693154908134503,shap
ASML,R4_ai_boom,yield_curve,31.1899567911457,shap
ASML,R4_ai_boom,baa_spread,5.206051597431733,shap
ASML,R4_ai_boom,vix,3.0132807829757002,shap
ASML,R4_ai_boom,dxy,4.953238848408292,shap
ASML,R4_ai_boom,soxx,33.875302009767815,shap
ASML,R4_ai_boom,botz,12.7098518049222,shap
ASML,R4_ai_boom,surprise_eps,0.0,shap
ASML,R4_ai_boom,sentiment_score,0.0,shap
AMAT,R1_baseline,fed_funds,0.0902213357093233,shap
AMAT,R1_baseline,treasury_10y,0.14135160419225767,shap
AMAT,R1_baseline,yield_curve,0.08695147343011056,shap
AMAT,R1_baseline,baa_spread,0.4447799160563376,shap
AMAT,R1_baseline,vix,0.30355820977744624,shap
AMAT,R1_baseline,dxy,0.15238099277530398,shap
AMAT,R1_baseline,soxx,0.6647014205629483,shap
AMAT,R1_baseline,botz,3.0783882991510363,shap
AMAT,R1_baseline,surprise_eps,0.0,shap
AMAT,R1_baseline,sentiment_score,0.0,shap
AMAT,R2_covid_zirp,fed_funds,0.11733446169807213,shap
AMAT,R2_covid_zirp,treasury_10y,0.12558789488701574,shap
AMAT,R2_covid_zirp,yield_curve,0.2145720766176488,shap
AMAT,R2_covid_zirp,baa_spread,2.3131377509248834,shap
AMAT,R2_covid_zirp,vix,0.908132788996015,shap
AMAT,R2_covid_zirp,dxy,0.285951027129945,shap
AMAT,R2_covid_zirp,soxx,2.2296324166229797,shap
AMAT,R2_covid_zirp,botz,0.3351025498058683,shap
AMAT,R2_covid_zirp,surprise_eps,0.0,shap
AMAT,R2_covid_zirp,sentiment_score,0.0,shap
AMAT,R3_rate_hikes,fed_funds,0.2571637818244153,shap
AMAT,R3_rate_hikes,treasury_10y,0.21193290114296928,shap
AMAT,R3_rate_hikes,yield_curve,0.2650056561784884,shap
AMAT,R3_rate_hikes,baa_spread,0.2784471008261425,shap
AMAT,R3_rate_hikes,vix,0.15567386967795133,shap
AMAT,R3_rate_hikes,dxy,0.5976852970388193,shap
AMAT,R3_rate_hikes,soxx,13.574333732546243,shap
AMAT,R3_rate_hikes,botz,1.8525065679967971,shap
AMAT,R3_rate_hikes,surprise_eps,0.0,shap
AMAT,R3_rate_hikes,sentiment_score,0.899664605626303,shap
AMAT,R4_ai_boom,fed_funds,0.5498109811374224,shap
AMAT,R4_ai_boom,treasury_10y,1.5991778924136693,shap
AMAT,R4_ai_boom,yield_curve,3.0393680592058594,shap
AMAT,R4_ai_boom,baa_spread,0.5268872929464097,shap
AMAT,R4_ai_boom,vix,0.7610285458352835,shap
AMAT,R4_ai_boom,dxy,0.29657809093354265,shap
AMAT,R4_ai_boom,soxx,14.406426086689784,shap
AMAT,R4_ai_boom,botz,0.18752303917233923,shap
AMAT,R4_ai_boom,surprise_eps,0.0,shap
AMAT,R4_ai_boom,sentiment_score,0.053421992533850625,shap
VRT,R1_baseline,fed_funds,0.004795897258975643,shap
VRT,R1_baseline,treasury_10y,0.059645528542143875,shap
VRT,R1_baseline,yield_curve,0.003255516932180921,shap
VRT,R1_baseline,baa_spread,0.006144723738999629,shap
VRT,R1_baseline,vix,0.005981876536040098,shap
VRT,R1_baseline,dxy,0.012004312207074423,shap
